gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene17127	2.32967834889672920e0	-9.42342080381991076e-1	1.13858681544923090e0	-8.27641834241852559e-1	4.07873362857416877e-1	8.76614738493936119e-1
gene17128	1.31326175543748800e1	-1.13057642192296348e0	5.44072391201052441e-1	-2.07798895920300186e0	3.77103725346248919e-2	2.67829655824140922e-1
gene17129	9.60128276553785076e-1	-9.58706541634664289e-1	1.77081725723871841e0	-5.41392138412746471e-1	5.88237277214685550e-1	9.42925764988256532e-1
gene17130	4.84689166517649213e1	-3.19160406672635677e-1	2.80947604650532035e-1	-1.13601398050585334e0	2.55950730681260341e-1	7.70636366784534954e-1
gene17131	6.39703935387033994e2	1.12684704150091089e-1	1.11516271780526449e-1	1.01047768501321689e0	3.12266500827251492e-1	8.21326442758597675e-1
gene17132	1.12525005605715887e3	-1.69505612519350507e-1	1.15981185565563513e-1	-1.46149232474891311e0	1.43880383349964752e-1	6.08229098502064636e-1
gene17133	3.76638340010968342e0	-9.93212527627655772e-1	8.31812444073051660e-1	-1.19403422574960860e0	2.32464596048334193e-1	7.44744581767858960e-1
gene17134	5.31145098773009838e0	-8.58618388086965667e-1	7.73864983793353334e-1	-1.10951962689688544e0	2.67206099975288103e-1	7.81476493042510656e-1
gene17135	8.07904564660294255e0	4.91027081389660350e-2	5.31753374177385219e-1	9.23411312902851084e-2	9.26426947359643815e-1	9.93766132701380478e-1
gene17136	2.87985407266926119e0	-8.02498673771380400e-1	8.98409870853844272e-1	-8.93243384568659815e-1	3.71726853769974774e-1	8.60293520658877764e-1
gene17137	3.08206762637078802e0	1.67063827212143745e0	9.11164937556418253e-1	1.83351905155809791e0	6.67254132661688759e-2	3.96118784921501210e-1
gene17138	6.98306161011365361e2	-9.37391534693141348e-2	1.23946741901072868e-1	-7.56285740403981888e-1	4.49477875725767362e-1	8.92908553562591689e-1
gene17139	3.43463867726550021e1	1.40614016625317806e-1	2.82955492622775917e-1	4.96947471568535193e-1	6.19226050898243119e-1	9.53270469650752794e-1
gene17140	1.42642938937121695e1	6.48299141151884584e-2	4.65457203919238727e-1	1.39282223090131996e-1	8.89227122065106013e-1	9.91598566066091647e-1
gene17141	1.07715151082305724e2	-1.34759616833169449e-1	1.95855314313689771e-1	-6.88056983827015411e-1	4.91416864058915381e-1	9.10271025413312618e-1
gene17142	4.76001229820010785e0	-4.18774578085152172e-1	8.59346484425371537e-1	-4.87317497278386691e-1	6.26033308420353429e-1	9.53275105201780826e-1
gene17143	2.97498866485274149e1	-1.51422840338680947e-1	3.23595565415759678e-1	-4.67938552075430836e-1	6.39828495620790805e-1	9.56683027049266776e-1
gene17144	3.21286461726607726e1	2.09320428861531183e-1	3.36979736007539721e-1	6.21166220086443843e-1	5.34490218709011367e-1	9.22519610913523858e-1
gene17145	6.57615150681579719e-2	1.04447430315907197e0	3.05477545231983294e0	3.41915246950765417e-1	7.32414683632363617e-1	9.72471624804733481e-1
gene17146	3.67942836001101803e0	1.99683991773012726e0	7.95037434970979118e-1	2.51163005651805182e0	1.20174988236036798e-2	1.05430952653732590e-1
gene17147	2.76499197556496995e2	2.25668744151855283e-1	1.25275298098133037e-1	1.80138261555027479e0	7.16425896369992099e-2	4.14200139567798054e-1
gene17148	2.32789967604519994e1	3.04697731294110430e-1	3.69298319369460171e-1	8.25072076727430659e-1	4.09330664993506954e-1	8.76614738493936119e-1
gene17149	1.34916484199325555e3	-1.53116835742018897e-1	1.22504168739997837e-1	-1.24989081854833195e0	2.11339447371707650e-1	7.17754575097266811e-1
gene17150	2.14930887642494599e3	4.03611530249416270e-4	1.30305978053241039e-1	3.09741376627023805e-3	9.97528640406297296e-1	9.99481851653979847e-1
gene17151	3.35456073902848395e0	-6.76175707953931893e-1	9.10817262045962250e-1	-7.42383501203131901e-1	4.57854990127920025e-1	8.96751935465201488e-1
gene17152	5.66680609677021963e1	-2.86873742581426561e-1	2.63059084101693985e-1	-1.09052969435005798e0	2.75479897943262941e-1	7.87540206588639768e-1
gene17153	4.57277869867776854e0	2.59125995026960210e-1	7.66333090615933799e-1	3.38137551673111048e-1	7.35259543501259105e-1	9.72471624804733481e-1
gene17154	4.28965649935087825e1	-5.03165658403657290e-2	2.38078169653947153e-1	-2.11344727294830004e-1	8.32618315081751437e-1	9.84883502316013293e-1
gene17155	2.94112224064735344e1	2.78504956918417979e-1	3.58817288209460405e-1	7.76174855755110915e-1	4.37645734254871688e-1	8.88693903398461771e-1
gene17156	5.20177779547244867e1	2.33499270601713917e-2	2.25869352588569328e-1	1.03378022704586583e-1	9.17662902299691163e-1	9.93766132701380478e-1
gene17157	1.06664282101337420e2	3.48331762302593606e-1	2.02196087834287774e-1	1.72274234399665049e0	8.49351251555906100e-2	4.57806811074830067e-1
gene17158	2.47646636231800947e1	1.40584994300661070e-1	3.89559429598478113e-1	3.60882021122073904e-1	7.18187644792555591e-1	9.71007745612440631e-1
gene17159	2.75434871222309482e2	8.28409367243483352e-2	1.52874990678881412e-1	5.41886781850134280e-1	5.87896455598035050e-1	9.42883129212100379e-1
gene17160	1.31034028524309406e2	-3.11366085517935987e-1	1.85913369784612564e-1	-1.67479125292960385e0	9.39751922167508941e-2	4.84561864343500293e-1
gene17161	2.38025006654452045e3	1.22300932660428130e-1	9.77526411301029297e-2	1.25112663194084828e0	2.10888293967072038e-1	7.17445000080194295e-1
gene17162	3.38417303137230618e-1	8.14621189198260098e-1	2.72311215764195991e0	2.99150803213213801e-1	7.64825009741118444e-1	9.78192633752454688e-1
gene17163	8.85876775853344611e0	9.56605930532313797e-1	5.25347146923929587e-1	1.82090249491890832e0	6.86216751760691523e-2	4.02672450809626437e-1
gene17164	0	NA	NA	NA	NA	NA
gene17165	3.49017272854482769e2	1.97528999518287818e0	1.63583722001381104e-1	1.20751011837608218e1	1.42988267258012685e-33	4.50888161105211237e-32
gene17166	2.74292008311698954e0	1.97571844331384971e0	9.17211341210753539e-1	2.15404929545008317e0	3.12363033631191736e-2	2.32019489274544188e-1
gene17167	2.76887538489125262e0	1.74730659458323134e0	1.02607772605311665e0	1.70289886449867178e0	8.85869926936619922e-2	4.68662112395006603e-1
gene17168	1.99177060069067515e1	-5.14619320976191896e-1	4.19090349970635101e-1	-1.22794361886941639e0	2.19468148277579794e-1	7.27713656556912558e-1
gene17169	4.14656579326304723e2	-6.35647749911149446e-2	1.32495350176071475e-1	-4.79750986782890687e-1	6.31404428178461097e-1	9.54506474184066644e-1
gene17170	2.32945633560165106e2	-1.99329091419749332e-1	1.38487796572685562e-1	-1.43932603704277384e0	1.50058173157648439e-1	6.21081896751563001e-1
gene17171	1.87874743423127228e2	-4.81625056884749866e-2	1.39224788756245416e-1	-3.45933408258193464e-1	7.29392767664875041e-1	9.72471624804733481e-1
gene17172	8.24900953846679386e1	1.43966287856846037e-1	2.20399895569945048e-1	6.53204882355116978e-1	5.13624163494639130e-1	9.17827507370397311e-1
gene17173	1.93251385998034652e3	2.54812471011178800e-2	9.32299600408968282e-2	2.73316078757731062e-1	7.84610288766344532e-1	9.81696588090372302e-1
gene17174	5.39007748396683013e1	-3.68237060100686020e-1	2.65494819429368756e-1	-1.38698397540163842e0	1.65446655799793230e-1	6.47395720289432375e-1
gene17175	5.99759384978401222e0	5.24116601255718795e-1	7.25719650872620026e-1	7.22202575919654866e-1	4.70169912941890922e-1	9.01282372168405899e-1
gene17176	2.59766609178905924e2	-6.08974491178449692e-2	1.56814067647667310e-1	-3.88341747850521002e-1	6.97763135398851153e-1	9.67388164159571740e-1
gene17177	2.86879463737784226e3	-6.41526615423007249e-3	1.18262535018580250e-1	-5.42459719235865237e-2	9.56739111331666781e-1	9.93897460490620999e-1
gene17178	2.62187370835880074e2	2.96273057631646963e-1	1.54259477912033094e-1	1.92061493816670059e0	5.47802659244291598e-2	3.48679629386122236e-1
gene17179	1.03713809014017761e3	-1.95508339743327653e-1	1.01228366543771986e-1	-1.93135922685059080e0	5.34386391996884355e-2	3.43320000196837838e-1
gene17180	2.74360055935673643e2	7.56103580355596688e-2	1.47289871769475750e-1	5.13343905641372888e-1	6.07710731272760318e-1	9.49766416993648943e-1
gene17181	2.28566256096653042e1	4.74630030927820024e-1	3.87212741275749783e-1	1.22576036461005011e0	2.20288881224797117e-1	7.28170030507377941e-1
gene17182	8.22571938285777264e1	1.01095683844320772e-1	2.39171611274758333e-1	4.22690984542404169e-1	6.72520710043155501e-1	9.64220210145897982e-1
gene17183	2.74674782834796247e2	-5.84834017229165018e-2	1.35674742329732395e-1	-4.31055926244425069e-1	6.66427679276932694e-1	9.62269034944934876e-1
gene17184	4.95613305742005195e3	7.71505434979603832e-2	1.09073208977197689e-1	7.07328080116255697e-1	4.79362589447367871e-1	9.04561094168413793e-1
gene17185	2.17928570144526610e1	2.25522347943337892e-1	3.13635459101983483e-1	7.19058835340444569e-1	4.72104641767543798e-1	9.02014486515605785e-1
gene17186	1.66645456143613046e2	-4.46359669636126610e-2	1.94211484004427920e-1	-2.29831758880926856e-1	8.18222540098591633e-1	9.84759973047995896e-1
gene17187	2.69753832919049259e1	3.55483397506806201e-2	4.02021531139775345e-1	8.84239698552889974e-2	9.29539644621794614e-1	9.93766132701380478e-1
gene17188	1.71951362220281325e1	-2.84841233541137884e-1	3.99877664043092773e-1	-7.12320940012398318e-1	4.76266031151055980e-1	9.03727201293651250e-1
gene17189	1.21133047476313553e1	-9.66443491594455861e-2	4.93639393944083238e-1	-1.95779247655410826e-1	8.44782979515161903e-1	9.85377863286321154e-1
gene17190	4.56288896639794473e2	-1.79370931786477478e-1	1.15728556898775578e-1	-1.54992800906839290e0	1.21158795663052585e-1	5.59267281934549665e-1
gene17191	6.63011845579702367e2	5.84571857850005455e-2	1.23492219692739796e-1	4.73367358125455162e-1	6.35951075017072154e-1	9.56156416859983538e-1
gene17192	9.69675312194799766e0	-2.20511698217463387e-1	6.18265407284668722e-1	-3.56661873071499380e-1	7.21344953936914668e-1	9.71804497051810490e-1
gene17193	1.53773109056489807e3	1.79096928511483420e-3	1.02290302863645960e-1	1.75086908042712021e-2	9.86030762219238910e-1	9.97553388518438222e-1
gene17194	3.91098505004242867e1	-2.87515377704276709e-1	2.48261397101088854e-1	-1.15811552283822894e0	2.46816913072844785e-1	7.61785623172958948e-1
gene17195	4.51953621849173771e2	1.61781477356057990e0	1.55913006686180716e-1	1.03763939131575604e1	3.17543931018617552e-25	7.90054057586770101e-24
gene17196	1.67334235825737778e1	-1.72882727871784325e-1	3.79401279587559259e-1	-4.55672495516415310e-1	6.48625468886313783e-1	9.57707312414918799e-1
gene17197	4.12178498815282168e0	7.43790293776920075e-1	9.63097500032997877e-1	7.72289714957661189e-1	4.39942838864200658e-1	8.89961532253734755e-1
gene17198	2.82874632669001080e0	9.68600856155043211e-1	9.68777339854579034e-1	9.99817828419105825e-1	3.17398691189461513e-1	8.24833165958804515e-1
gene17199	1.03587458028172222e2	-2.20311605623551898e-1	2.31882800823482005e-1	-9.50098950164318001e-1	3.42061987667166612e-1	8.41310270301221741e-1
gene17200	8.48589125495711194e0	8.49613336663692764e-1	5.83275868802889508e-1	1.45662349859841100e0	1.45220340719738161e-1	6.10120776246914520e-1
gene17201	6.13829380163172459e2	-3.07893042631099845e-1	1.14051639400768678e-1	-2.69959330921309570e0	6.94242830732625174e-3	6.45315549145078771e-2
gene17202	5.32909666416523997e0	-4.02448398837717491e-1	8.43393010654194697e-1	-4.77177773296402208e-1	6.33235497540772796e-1	9.55127303584304532e-1
gene17203	8.02146670738321791e3	-2.50791876035216001e-2	1.05812873234658766e-1	-2.37014522305845188e-1	8.12645559466683598e-1	9.84759973047995896e-1
gene17204	8.35638254079135123e0	-4.26076008605016820e-1	5.21387385784441104e-1	-8.17196618525732443e-1	4.13816066628708790e-1	8.79017308872685810e-1
gene17205	8.10059435982675957e0	6.96780664140581596e-2	6.13532869727740460e-1	1.13568595672760439e-1	9.09579742129330682e-1	9.93766132701380478e-1
gene17206	1.32935006507382756e1	3.01504152113661883e-1	4.50913913914620157e-1	6.68651249849768869e-1	5.03717935009652229e-1	9.15618739050953145e-1
gene17207	1.08900231952232332e2	-1.83758746077794070e-2	1.84861359466995112e-1	-9.94035457748551760e-2	9.20817811857713719e-1	9.93766132701380478e-1
gene17208	1.46133953471850973e1	6.69058067114833177e-1	4.49402353888382844e-1	1.48877294772916513e0	1.36547170074198615e-1	5.93640609164202471e-1
gene17209	0	NA	NA	NA	NA	NA
gene17210	5.95667336449818947e1	-2.22895583000517761e-1	2.26524619754397805e-1	-9.83979504047662767e-1	3.25125604414442770e-1	8.30778165577811922e-1
gene17211	5.81727441170288984e1	-2.95177450401097219e-1	2.53716740966812015e-1	-1.16341337696635705e0	2.44661841534650037e-1	7.59287155288325466e-1
gene17212	5.51178166183601714e0	1.17648481555830756e-1	6.74110661604204409e-1	1.74523988800086016e-1	8.61453693905262607e-1	9.87462907534002898e-1
gene17213	7.99579023118249779e2	1.71658442635345715e-1	9.80723352983174368e-2	1.75032482007482826e0	8.00622760675393508e-2	4.42523346900579040e-1
gene17214	7.37780241926501913e3	1.40941464627159421e-2	7.76880206465607598e-2	1.81419816664358385e-1	8.56038083982668674e-1	9.86888562401976976e-1
gene17215	2.30086558470990752e2	1.18347683844550144e0	1.74122782345718707e-1	6.79679489669377279e0	1.06972206116959662e-11	1.71232859092762194e-10
gene17216	2.32912632093050632e2	-5.21727865488515671e-2	1.61419060852166535e-1	-3.23213295093033148e-1	7.46533729086198417e-1	9.74210789030086399e-1
gene17217	5.14299915561237739e1	-5.68341952511571935e-1	2.48889099986417256e-1	-2.28351483669870747e0	2.24000580157981063e-2	1.79065686400658036e-1
gene17218	2.10317591232354886e1	-7.22160358692455429e-1	3.87134994448026015e-1	-1.86539674544820189e0	6.21258085032721577e-2	3.77356061463490045e-1
gene17219	3.40512977395210555e2	-1.34525215053306280e0	1.17498758555201366e-1	-1.14490754376869290e1	2.37666869371484067e-30	6.85450512258220865e-29
gene17220	1.77714452487965872e2	-1.11334615004684612e-1	1.97427291239306107e-1	-5.63927176966295907e-1	5.72803645726277399e-1	9.38380917030742445e-1
gene17221	2.37589258559869108e2	6.98322899869866995e-3	1.30826407169859216e-1	5.33778244756959036e-2	9.57430790657772368e-1	9.93910177635301206e-1
gene17222	3.59137965931912959e2	2.70454513916638994e-1	1.41298478610702966e-1	1.91406529338351183e0	5.56118088610332920e-2	3.52037761421128859e-1
gene17223	1.36632796899931168e3	1.02264112652739741e-1	1.24018761771324385e-1	8.24585822275039404e-1	4.09606766611146755e-1	8.76614738493936119e-1
gene17224	1.87450582616654771e1	5.57222937221774628e-1	3.54768084170352160e-1	1.57066816910792872e0	1.16259745478512630e-1	5.46835135152532015e-1
gene17225	6.47286347890232889e1	1.31493822058896453e-1	1.97569548284196012e-1	6.65557132669796658e-1	5.05694176458024391e-1	9.15618739050953145e-1
gene17226	6.20566291035580075e0	-4.10843005301028186e-1	7.23938730358855587e-1	-5.67510740995130547e-1	5.70367183364119179e-1	9.36844116552889128e-1
gene17227	2.10875477508953336e4	-1.42913505439852595e-1	9.92525253359536896e-2	-1.43989792658789861e0	1.49896283760788396e-1	6.20768687564359656e-1
gene17228	2.01707238900888370e2	1.36133822544864058e-1	1.45677273550482517e-1	9.34489088290691328e-1	3.50051671488099903e-1	8.47446521026037791e-1
gene17229	5.74321549538628212e-2	1.22079124446958520e0	3.05362988379619038e0	3.99783631587967814e-1	6.89315872133162477e-1	9.65856430833283763e-1
gene17230	1.05388981994972212e2	-2.65653825282337586e0	1.80964083218610183e-1	-1.46799199353509060e1	8.66927648582866915e-49	3.78052540669758279e-47
gene17231	1.80679532147096779e2	-1.85217420002276034e-1	2.07348413504391260e-1	-8.93266636922464219e-1	3.71714404493607320e-1	8.60293520658877764e-1
gene17232	1.19238795838263559e3	9.96480644487464234e-2	1.36371268835512038e-1	7.30711573630217326e-1	4.64955319581339566e-1	9.00234028144181853e-1
gene17233	7.80872483468307337e1	-7.10170132151621003e-2	2.28682234586685629e-1	-3.10548886071173869e-1	7.56143611093485157e-1	9.75179623243886406e-1
gene17234	1.57942559477924718e1	3.86357136537780976e-1	4.32656696539812258e-1	8.92987765190476179e-1	3.71863729058402537e-1	8.60293520658877764e-1
gene17235	7.60239122481398454e2	3.78052644748877661e-2	1.06175881103702671e-1	3.56062639479893972e-1	7.21793658044891595e-1	9.71804497051810490e-1
gene17236	4.79941608040983496e1	5.06753160491167476e-1	2.20614219727522515e-1	2.29701041536239625e0	2.16181737756422493e-2	1.74283408242222659e-1
gene17237	3.81709230744996694e3	1.70228953228260343e-1	1.17942937066447526e-1	1.44331621258808873e0	1.48931418563782669e-1	6.18215838483154534e-1
gene17238	6.14835083444109273e2	-1.29529584927492136e0	1.28693909055268618e-1	-1.00649351533695857e1	7.89393393782988187e-24	1.86395982757122883e-22
gene17239	4.95852866662916298e1	1.99353978781375923e-1	2.34926495739219365e-1	8.48580225717363246e-1	3.96114911595531805e-1	8.69977305839470305e-1
gene17240	1.06779155004588020e1	1.12001450090951998e-1	4.97980581948329504e-1	2.24911279979533973e-1	8.22048328201625655e-1	9.84759973047995896e-1
gene17241	5.25069263141649571e2	-3.02063114837917632e-3	1.35698775090119600e-1	-2.22598261949905583e-2	9.82240645511130106e-1	9.96378372350895880e-1
gene17242	1.46432706599860065e1	-4.64592406019613269e-1	4.47592468299538249e-1	-1.03798083954508868e0	2.99278992230847751e-1	8.10337418608698346e-1
gene17243	1.24388153951512911e-1	4.15729546589577836e-1	3.04919478652263587e0	1.36340763937775306e-1	8.91551882101127680e-1	9.91687550369255821e-1
gene17244	9.87798381698375039e1	-1.24124193398820956e-1	1.99221798033769354e-1	-6.23045242156589296e-1	5.33254747957112807e-1	9.22519610913523858e-1
gene17245	8.36294458387657436e0	1.41126796414283540e0	5.37302281237916346e-1	2.62658100183633625e0	8.62474590545594423e-3	7.81995273657104251e-2
gene17246	5.37002604369609315e1	2.06859965672844287e-1	1.96408141244661549e-1	1.05321482277643019e0	2.92242563605304428e-1	8.04707040646705840e-1
gene17247	9.29255151520304956e0	3.51718884482806526e-1	5.50689527001836487e-1	6.38688166810976177e-1	5.23025770429958570e-1	9.20793337358537523e-1
gene17248	9.09255615024875823e1	1.76135128611104891e-1	1.98584912726159524e-1	8.86951209903785731e-1	3.75105172567744616e-1	8.60753499011526535e-1
gene17249	4.70891847779154659e2	-9.94694121154866412e-2	1.64434585248590837e-1	-6.04917827749616110e-1	5.45233551242447767e-1	9.27751810241619346e-1
gene17250	1.55398752607141546e2	-1.44105650148150077e-1	1.57653455400787568e-1	-9.14065916169130688e-1	3.60682217831842622e-1	8.52774459505373228e-1
gene17251	1.16264771588767502e2	1.67906584492534927e-1	1.79037194033626473e-1	9.37830741812223589e-1	3.48331409770208045e-1	8.46114474103257130e-1
