gene	normal_1	normal_2	normal_3	normal_4	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8	tumor_9	tumor_10	tumor_11	tumor_12
gene12453	20	22	52	32	25	19	19	36	18	73	34	62	50	12	34	35
gene12454	257	83	512	182	131	235	373	493	211	223	194	645	384	105	351	123
gene12455	46	25	98	37	34	59	54	83	83	91	36	89	138	24	63	77
gene12456	19	5	35	9	16	8	39	28	22	7	13	23	30	4	5	21
gene12457	18556	6045	36885	14478	15251	18309	25341	45708	25547	30461	19749	41531	32222	7453	17438	15078
gene12458	2	0	2	2	1	8	2	4	3	2	1	20	3	1	5	3
gene12459	68	52	170	77	53	109	150	195	134	201	192	182	144	36	91	90
gene12460	114	97	251	125	155	136	166	413	263	273	156	143	250	55	165	179
gene12461	180	85	371	144	173	203	319	400	393	241	263	474	396	116	134	215
gene12462	950	447	1777	959	733	1169	1567	1618	1679	1412	1472	1958	2146	531	1028	1005
gene12463	10	1	6	6	18	7	1	37	12	16	4	13	7	2	6	9
gene12464	78	25	234	51	38	78	82	199	74	82	116	268	121	23	101	62
gene12465	20	8	36	21	5	15	8	77	9	28	30	67	50	5	7	20
gene12466	239	83	242	242	165	152	303	364	284	344	154	292	385	121	199	192
gene12467	20	9	56	14	5	6	20	25	16	18	7	17	18	15	16	15
gene12468	460	237	968	582	314	542	628	1031	454	691	634	1170	659	315	440	421
gene12469	1	0	12	0	0	0	3	0	2	4	4	2	1	0	1	0
gene12470	33	5	56	28	26	8	10	58	21	25	15	18	28	8	20	18
gene12471	273	146	561	296	217	241	336	522	463	478	265	654	557	134	252	183
gene12472	101	71	202	49	63	69	142	266	156	127	88	323	199	37	115	71
gene12473	7	5	15	6	12	15	7	26	2	6	4	28	15	4	9	9
gene12474	44	10	88	26	15	31	28	52	52	58	38	98	41	15	20	29
gene12475	0	1	6	0	0	1	1	0	4	6	10	0	3	0	0	0
gene12476	0	6	12	2	3	0	5	28	5	3	1	3	7	1	11	5
gene12477	746	341	1653	780	466	1119	1256	2164	1383	1459	1012	1883	1903	409	612	867
gene12478	1038	449	1391	821	707	1172	1586	2071	1391	1231	1128	1858	1840	393	1032	943
gene12479	475	248	609	355	291	544	446	988	542	742	470	1081	1117	202	353	613
gene12480	0	0	0	4	0	0	0	0	5	0	3	16	0	0	0	0
gene12481	13	7	31	21	9	12	27	34	15	20	10	27	34	10	9	20
gene12482	735	360	1640	1028	761	949	1297	2199	1067	1809	867	2310	1255	402	878	808
gene12483	86	50	228	86	76	92	123	210	83	127	84	155	159	48	71	73
gene12484	6311	2403	15396	6845	3938	7179	7157	13928	7820	10237	6546	15764	12447	2879	5207	6502
gene12485	155	76	446	176	145	190	313	342	219	198	278	375	330	62	165	139
gene12486	243	74	468	176	122	264	278	445	365	319	254	427	592	87	243	192
gene12487	0	1	3	0	1	0	0	3	2	0	1	1	0	0	0	1
gene12488	12	6	17	5	0	3	6	10	15	11	21	5	1	1	17	4
gene12489	17	5	21	0	14	5	14	6	9	11	10	47	26	5	1	5
gene12490	27	15	17	11	35	46	43	48	55	33	17	92	104	20	36	21
gene12491	6	5	24	9	12	31	18	26	6	4	6	45	10	6	8	14
gene12492	68	16	82	43	61	39	106	121	89	54	53	172	138	35	69	36
gene12493	9	6	51	15	9	13	6	82	14	56	23	38	46	6	8	5
gene12494	4	6	17	3	1	7	26	11	16	20	31	30	49	3	2	11
gene12495	25	14	33	23	25	25	55	51	49	53	33	87	31	6	19	20
gene12496	4	0	1	0	0	0	0	0	0	0	0	2	3	2	1	0
gene12497	9242	4062	20462	11062	6169	14019	17952	19445	15678	15701	11846	18381	22313	5838	7673	8085
gene12498	53	26	103	25	27	84	58	75	37	38	77	88	92	9	38	22
gene12499	56	26	142	65	34	50	67	176	76	99	26	111	151	15	57	45
gene12500	8	6	38	17	1	13	37	18	12	31	16	41	30	8	18	13
gene12501	26	11	45	24	15	16	59	76	39	35	15	136	31	7	25	33
gene12502	526	213	859	467	413	734	966	1283	769	1103	636	1176	977	246	328	539
gene12503	1	0	0	0	2	3	0	5	1	0	5	0	0	0	5	0
gene12504	746	340	1117	583	615	761	854	1351	694	1184	701	1196	1346	279	670	632
gene12505	0	0	0	0	1	3	0	5	3	0	0	0	0	0	0	0
gene12506	0	0	1	2	0	4	4	12	4	4	12	0	5	0	2	0
gene12507	2	1	13	4	0	0	1	5	18	8	3	7	0	0	0	4
gene12508	1	2	1	1	3	2	14	4	0	3	1	0	3	2	7	0
gene12509	125	50	201	146	435	1054	1117	1127	1114	1238	444	1270	1376	311	586	597
gene12510	64	59	151	70	58	77	85	266	103	123	81	319	133	16	59	60
gene12511	88	30	180	82	91	133	102	387	178	140	101	200	238	53	113	109
gene12512	19	12	22	9	20	29	61	58	48	61	28	78	38	14	27	18
gene12513	66	20	65	45	14	84	89	140	50	97	60	151	149	41	27	81
gene12514	95	36	172	85	102	111	215	298	129	141	135	213	226	75	91	114
gene12515	108	50	172	59	48	120	121	165	163	173	99	228	211	40	103	87
gene12516	455	142	591	369	2780	2407	2003	6756	3026	3397	3256	3703	6806	961	2806	2196
gene12517	0	0	3	1	2	15	6	6	8	3	1	20	34	0	5	2
gene12518	2	0	4	5	0	0	0	0	1	0	0	0	2	0	0	0
gene12519	21	12	117	45	5	21	16	45	17	35	15	37	27	9	16	26
gene12520	75	23	174	75	65	63	111	145	61	162	67	178	127	23	63	72
gene12521	72	29	126	65	49	69	73	170	40	151	48	140	131	31	72	113
gene12522	340	156	436	183	178	207	403	434	390	352	283	514	524	79	205	335
gene12523	2812	1295	6972	2512	2279	3805	6315	8469	4830	4157	4477	8960	5741	1718	2863	3227
gene12524	74	23	103	92	50	52	109	173	54	147	133	254	168	27	60	113
gene12525	33	11	43	41	16	43	32	55	17	20	37	77	53	6	31	34
gene12526	106	54	250	138	92	96	78	231	125	159	104	331	316	40	104	147
gene12527	2	2	2	5	6	6	1	11	4	4	0	12	10	1	4	0
gene12528	36	10	46	28	71	201	212	226	142	240	153	323	317	132	75	108
gene12529	16	10	53	55	32	41	38	57	40	55	64	132	124	27	47	27
gene12530	59	16	81	61	24	38	54	92	51	52	67	98	92	23	30	35
gene12531	77	24	146	61	12	14	14	26	17	13	10	22	24	10	7	17
gene12532	18	22	51	37	28	38	27	53	39	39	25	170	48	6	42	30
gene12533	44	34	195	45	37	102	186	172	91	63	141	156	174	44	86	71
gene12534	1	0	8	0	1	3	0	2	0	0	6	0	0	0	0	1
gene12535	104	26	91	56	40	89	75	188	95	103	60	191	123	34	76	85
gene12536	132	123	520	238	243	223	394	687	277	499	287	581	529	139	265	245
gene12537	33	28	82	93	129	151	200	417	113	296	157	327	398	52	280	76
gene12538	78	50	215	80	62	88	139	323	118	140	96	237	152	56	74	94
gene12539	3357	1227	5464	3197	17134	19735	28366	41241	22973	28513	25809	56088	38256	7978	14839	22156
gene12540	39	39	90	27	37	30	49	112	58	45	48	82	67	15	72	37
gene12541	41	11	40	7	9	29	19	47	22	13	35	40	38	13	30	24
gene12542	5134	3016	11281	4086	3357	4422	5548	13489	5490	7780	6026	12778	8505	2962	4272	5190
gene12543	103	60	169	113	81	93	158	320	210	158	132	362	198	65	93	101
gene12544	756	451	1499	695	653	1132	1347	2170	1439	1377	971	2188	2385	392	998	929
gene12545	1005	481	2005	722	553	999	1395	3071	1151	1777	1036	2057	1698	545	763	705
gene12546	3	6	4	5	10	14	13	21	12	27	12	6	27	4	18	9
gene12547	5	2	4	1	5	1	5	3	6	30	0	23	0	2	4	5
gene12548	560	205	1084	433	349	463	449	1514	785	890	514	744	951	258	300	476
gene12549	17	6	63	14	22	26	18	50	43	37	39	76	83	8	30	19
gene12550	318	110	441	259	256	340	597	701	474	387	364	926	658	164	306	294
gene12551	488	337	1291	425	180	278	446	483	316	461	262	809	700	105	237	311
gene12552	90	59	184	113	88	108	148	281	81	158	160	218	147	50	91	127
gene12553	117	51	235	137	100	175	229	242	179	235	131	305	288	65	109	126
gene12554	30	8	23	22	15	17	20	58	15	53	32	54	49	3	18	8
gene12555	6	9	34	6	0	3	4	15	5	48	3	30	14	7	6	14
gene12556	183	76	282	133	154	175	172	333	148	268	123	376	266	65	95	136
gene12557	19	5	24	4	8	1	29	20	11	23	14	31	2	4	7	2
gene12558	10040	4918	19074	8781	6839	12157	12597	31438	13951	17342	10588	26865	17873	4589	13930	8165
gene12559	1389	492	1947	1199	1163	1302	2152	2763	1311	2070	1389	2678	2772	634	1455	944
gene12560	3	3	8	24	14	5	7	7	16	9	22	4	49	4	9	5
gene12561	159	49	155	87	48	55	123	206	145	140	77	198	193	56	129	104
gene12562	67	11	114	16	28	55	93	143	49	51	31	89	78	11	50	13
gene12563	1586	681	3237	1592	1688	1854	2521	4586	2251	2914	2351	3756	3945	900	1982	1584
gene12564	764	390	1849	779	2904	3251	3278	6454	3695	5526	3215	8358	6051	1260	3362	2547
gene12565	41	16	78	29	174	186	248	421	209	174	302	288	533	139	85	233
gene12566	39	33	113	42	4	11	11	27	9	10	9	28	6	5	7	6
gene12567	63	10	60	15	48	56	51	47	58	44	30	97	84	21	20	17
gene12568	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0
gene12569	81	28	127	63	35	63	78	147	79	69	55	111	136	42	63	80
gene12570	10	10	72	3	14	24	39	76	9	18	30	25	30	6	37	22
gene12571	35	9	29	28	11	17	28	75	43	12	17	25	27	6	12	27
gene12572	7	3	47	8	4	6	49	12	33	13	16	66	8	0	8	12
gene12573	293	162	487	387	239	539	331	540	332	380	401	601	597	127	254	158
gene12574	191	131	485	244	234	244	328	494	404	210	260	657	468	165	284	186
gene12575	2	0	2	0	0	5	0	26	5	64	8	24	4	5	0	7
gene12576	13	14	42	12	62	45	149	152	172	138	116	248	177	23	86	33
gene12577	76	37	103	73	32	113	102	142	95	134	40	332	95	20	71	68
gene12578	526	406	1031	721	400	951	1033	2059	1192	1606	1013	1865	1606	417	882	639
gene12579	2649	1105	4857	2391	2109	2782	3436	7261	3425	4027	3866	5391	6250	998	2400	2579
gene12580	8	1	26	3	1	0	4	3	4	10	2	0	3	1	0	0
gene12581	11	8	39	12	13	17	38	79	41	13	7	35	50	13	3	14
gene12582	0	1	60	12	15	8	25	2	11	8	8	14	11	5	14	11
gene12583	41	9	61	11	14	32	45	75	57	77	45	48	117	13	17	33
gene12584	7692	3565	13987	8806	6193	9724	12818	16890	12120	12892	9090	17224	20039	4595	7406	6834
gene12585	366	131	540	416	259	286	416	739	447	851	482	840	712	188	374	304
gene12586	63	21	68	50	51	72	61	116	43	108	57	114	126	28	31	36
gene12587	27	20	42	24	31	41	54	78	73	44	54	37	64	14	25	20
gene12588	3261	1213	4744	2882	2434	3382	4524	5478	3974	5380	3841	5782	6850	1382	2808	3503
gene12589	2995	1202	3650	1643	2025	1895	3248	5324	3544	2971	2646	4281	4272	1307	3078	2579
gene12590	21	20	74	34	29	40	66	153	35	112	85	151	132	12	42	38
gene12591	129	92	206	140	163	122	215	382	195	252	126	373	300	73	136	212
gene12592	29	31	179	67	37	104	79	183	101	81	65	204	185	34	74	60
gene12593	291	103	453	260	130	302	356	460	199	645	224	761	607	92	220	199
gene12594	236	79	366	75	171	197	253	313	225	213	173	601	285	96	134	178
gene12595	20	25	52	25	16	35	45	79	59	22	35	39	58	10	30	19
gene12596	40	29	77	19	47	54	48	47	36	12	21	174	49	14	40	37
gene12597	33	3	28	23	7	2	24	28	5	28	18	27	7	2	5	13
gene12598	1748	782	4352	2007	1787	2374	2230	4927	2853	3202	3217	5944	5472	1016	1952	2498
gene12599	5	1	9	3	1	4	1	17	1	27	1	14	3	0	8	0
gene12600	56	29	140	81	34	40	45	74	60	49	30	52	85	10	33	14
gene12601	0	2	1	2	14	4	12	10	6	13	3	11	1	1	12	11
gene12602	1997	734	2835	1548	1311	1835	2769	4360	2643	2267	2210	4553	4050	969	1792	1860
gene12603	54	30	86	33	427	514	750	807	595	738	598	577	640	168	358	179
gene12604	879	419	1996	759	901	889	1226	1404	1218	1422	1165	2736	1807	494	791	733
gene12605	623	359	1622	766	400	563	895	1177	1143	899	703	1756	1403	359	667	660
gene12606	86	28	144	36	136	145	156	284	266	239	218	434	392	89	261	144
gene12607	4	0	0	4	3	2	2	3	13	7	8	13	12	0	2	0
gene12608	4	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0
gene12609	936	304	1635	669	652	847	1387	2353	1291	1798	736	2096	1810	385	702	661
gene12610	100	35	155	64	52	74	155	204	155	226	165	329	269	23	75	106
gene12611	1	0	0	9	1	0	0	0	0	17	13	0	0	2	1	1
gene12612	36	7	21	6	12	31	24	58	36	10	21	50	16	8	11	31
gene12613	44	21	72	47	8	12	13	19	19	6	16	25	23	4	6	12
gene12614	12	3	24	15	11	12	52	8	88	36	4	32	11	11	17	13
gene12615	20	7	12	8	10	22	12	5	26	26	7	55	11	6	5	22
gene12616	31	24	77	50	22	37	92	89	76	70	36	106	65	22	52	66
gene12617	112	56	236	69	87	101	140	201	110	161	103	238	277	25	106	90
gene12618	6	0	10	8	3	3	2	19	2	4	0	8	11	6	1	0
gene12619	2	0	0	10	1	20	20	38	16	4	0	6	1	1	8	2
gene12620	30	54	132	52	47	54	55	90	78	103	34	111	97	15	33	56
gene12621	5781	1767	7328	4563	2544	4873	5006	8262	5692	7739	3854	11806	11414	1870	3342	3787
gene12622	58	28	108	111	60	58	82	128	67	105	99	252	204	27	86	70
gene12623	132	40	162	112	75	105	193	313	133	175	144	246	224	58	152	158
gene12624	315	167	727	263	295	336	400	675	395	484	425	750	428	177	275	288
gene12625	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0
gene12626	45	31	80	65	51	91	94	190	100	97	69	140	106	14	54	63
gene12627	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gene12628	6	7	9	2	0	8	6	20	14	51	6	5	4	1	4	4
gene12629	33	3	58	13	19	30	29	34	26	8	45	86	26	9	17	16
gene12630	41	38	85	68	51	39	76	139	77	58	84	131	59	17	71	66
gene12631	7	8	3	0	8	8	10	44	6	50	20	80	51	3	45	13
gene12632	1143	587	2220	1355	1330	1780	1696	3172	1814	2050	1871	3776	3494	733	1976	1585
gene12633	294	131	515	204	194	374	350	860	308	370	267	682	512	71	267	252
gene12634	1854	731	3298	1433	321	299	377	683	324	457	313	712	539	103	271	306
gene12635	45	10	27	29	29	17	48	76	42	40	48	99	67	17	30	20
gene12636	1194	634	2483	1312	1277	1584	2085	3183	1521	1586	1563	3011	2567	649	1158	1042
gene12637	0	2	11	6	5	3	10	3	9	32	2	2	6	1	2	1
gene12638	14	5	14	17	18	27	53	38	13	23	22	39	30	11	15	9
gene12639	57	36	176	57	38	84	100	177	106	101	44	179	156	44	80	66
gene12640	883	388	1403	659	552	1122	1009	2130	1336	1674	861	2134	1490	369	1170	799
gene12641	21	8	48	16	34	51	18	44	37	32	27	55	41	7	23	31
gene12642	7	3	5	6	1	6	20	7	3	0	0	17	1	5	0	10
gene12643	79	40	117	51	68	101	161	264	111	138	78	244	187	35	86	83
gene12644	87	49	246	122	31	62	74	183	50	105	40	87	66	29	63	53
gene12645	0	1	16	3	7	1	13	16	27	3	1	4	23	1	3	3
gene12646	383	213	842	390	380	568	768	1113	619	797	534	1208	1190	213	478	472
gene12647	31	2	37	18	37	25	44	97	38	20	35	30	49	25	36	11
gene12648	58	24	113	67	50	76	83	85	58	137	110	121	111	48	28	50
gene12649	1334	534	3043	1386	816	1786	1924	2919	1910	1998	1550	3268	2623	635	1209	1248
gene12650	107	57	294	102	118	104	160	398	142	171	141	271	211	39	86	110
gene12651	103	48	136	82	71	66	104	136	78	232	115	180	150	40	87	59
gene12652	171	69	346	134	135	196	261	413	230	213	146	455	328	92	221	188
gene12653	3	0	3	1	5	1	3	2	10	8	4	5	7	1	2	3
gene12654	84	25	122	70	55	85	63	114	58	58	74	209	189	25	66	59
gene12655	149	69	245	173	123	179	255	280	212	215	155	403	391	53	177	189
gene12656	423	130	785	201	252	508	506	935	457	703	495	748	1034	123	323	337
gene12657	13	4	18	9	13	17	16	26	3	16	13	26	34	14	19	9
gene12658	18	5	16	22	10	1	5	14	0	20	5	21	15	11	3	9
gene12659	5	10	29	19	8	3	21	25	14	3	4	3	29	8	5	15
gene12660	503	221	951	412	263	559	605	930	546	489	628	1252	1145	248	583	307
gene12661	16	4	65	7	3	0	10	11	9	11	10	14	11	1	0	7
gene12662	2	3	1	5	0	3	8	2	3	2	0	6	3	1	2	0
gene12663	5	6	17	11	9	21	17	4	21	9	10	10	41	1	10	5
gene12664	22	4	15	9	21	3	12	15	33	46	14	39	47	10	13	14
gene12665	10	1	11	5	4	0	2	5	10	8	9	16	5	8	8	3
gene12666	15	13	83	21	12	39	45	45	29	29	14	106	82	14	32	43
gene12667	40	21	76	53	48	84	58	95	62	24	42	103	61	35	32	47
gene12668	5	0	16	5	3	0	10	59	5	28	5	5	19	3	0	2
gene12669	5	17	17	14	14	5	8	25	25	14	15	19	34	3	29	22
gene12670	6	2	24	10	10	15	22	23	20	31	6	19	29	5	6	12
gene12671	71	21	154	35	31	27	83	124	99	89	53	129	111	21	45	70
gene12672	74	30	58	57	48	87	110	130	51	68	57	150	69	32	33	50
gene12673	4	1	2	3	3	4	0	0	0	1	1	7	6	1	0	7
gene12674	33	30	102	33	30	40	48	135	49	135	73	135	77	15	51	59
gene12675	1	0	0	0	0	0	0	4	1	1	0	0	4	0	0	0
gene12676	285	156	506	210	32	69	78	162	95	99	77	108	125	32	82	63
gene12677	329	148	509	260	915	1224	1680	3645	1796	2687	1280	4094	2395	489	813	1063
gene12678	1086	473	1286	1072	404	544	744	1057	550	640	445	740	904	200	407	359
gene12679	1379	623	2746	1220	1115	2003	1502	3292	1740	2582	1675	3510	3224	571	1450	1184
gene12680	188	117	359	201	137	287	274	289	262	361	206	258	543	83	234	152
gene12681	148	69	202	127	120	128	300	420	195	184	115	401	250	62	212	68
gene12682	12	3	19	15	16	25	22	38	32	32	4	61	17	15	17	20
gene12683	1	0	1	0	2	0	2	23	0	0	1	3	1	1	1	0
gene12684	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0
gene12685	1081	367	2578	759	882	826	1485	2186	1230	1425	993	3061	1688	359	1123	835
gene12686	9	0	1	5	1	2	3	1	3	8	4	0	1	1	5	7
gene12687	289	106	440	194	159	288	250	513	393	473	250	582	420	88	273	239
gene12688	185	108	487	249	286	279	461	565	321	605	371	494	493	140	258	187
gene12689	11	1	2	5	7	1	1	1	17	12	5	37	2	2	10	9
gene12690	0	0	2	0	4	1	0	2	2	5	0	6	0	1	1	1
gene12691	30	9	52	28	25	33	13	35	22	57	30	62	37	18	23	14
gene12692	96	64	230	103	113	160	159	406	235	113	187	303	334	51	118	94
gene12693	28	8	16	13	8	23	23	29	21	20	31	26	6	3	10	35
gene12694	11	3	0	4	2	3	5	10	4	6	1	0	1	0	1	1
gene12695	0	0	0	0	0	7	10	5	4	2	2	2	8	3	0	3
gene12696	0	5	0	0	1	5	6	0	2	0	0	20	6	3	1	0
gene12697	7	4	11	9	2	1	0	1	2	0	1	9	1	0	2	5
gene12698	1445	888	2527	1665	933	1968	2296	3796	1702	2874	1048	3760	3249	500	1247	1349
gene12699	3145	1769	6719	3459	2552	4754	4333	7556	4578	6521	4248	8680	6482	1685	3576	4001
gene12700	2	0	7	3	0	0	0	10	1	0	3	27	5	6	2	3
gene12701	128	60	180	122	80	139	138	299	136	153	120	330	350	80	122	138
gene12702	2371	886	4130	2014	1636	2577	3241	4145	3402	3191	2325	4458	3585	1093	2251	2464
gene12703	70	14	51	47	29	18	33	93	50	37	58	45	70	22	18	40
gene12704	270	114	567	293	177	277	259	692	297	423	272	614	568	87	212	219
gene12705	5	4	6	20	8	10	10	13	10	22	8	60	24	3	14	25
gene12706	26	14	33	46	14	21	33	51	26	52	47	48	64	20	23	33
gene12707	2	8	5	15	4	8	41	22	7	6	1	8	15	4	7	33
gene12708	102	56	134	83	117	67	88	196	185	149	77	123	180	57	85	70
gene12709	634	205	818	455	336	520	790	1052	730	882	607	1348	1134	244	641	390
gene12710	3	0	4	0	0	0	3	13	3	0	0	2	1	3	1	0
gene12711	15	4	22	1	11	15	10	23	5	4	7	9	4	3	6	10
gene12712	0	0	9	0	0	0	0	1	0	9	0	0	0	0	0	2
gene12713	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0
gene12714	117	71	269	138	123	150	145	365	220	199	159	288	287	48	116	145
gene12715	54	12	77	61	36	71	47	111	57	73	69	130	156	22	77	20
gene12716	705	251	1191	325	457	632	624	1323	657	856	645	1064	1459	246	569	518
gene12717	387	191	599	231	234	390	496	805	382	451	308	625	804	166	311	312
gene12718	0	0	0	0	3	0	0	5	12	0	0	4	10	0	2	7
gene12719	14	3	10	3	4	0	15	28	8	1	2	11	13	3	4	2
gene12720	4	0	4	0	3	1	0	0	3	2	0	8	11	3	0	4
gene12721	3	1	11	2	8	16	6	15	20	25	11	11	8	4	8	12
gene12722	9	0	13	15	1	11	0	6	5	7	6	19	2	0	6	5
gene12723	98	12	76	34	38	70	65	178	53	41	44	165	90	13	30	57
gene12724	7	5	20	19	18	23	8	72	21	75	22	19	30	10	9	13
gene12725	114	35	131	124	40	91	57	207	78	124	66	163	159	35	68	75
gene12726	70	26	144	81	64	102	98	165	118	131	98	119	225	24	76	72
gene12727	236	153	493	204	195	254	429	764	370	361	409	655	371	142	290	194
gene12728	0	1	0	2	0	2	13	0	7	0	0	6	2	3	2	0
gene12729	51	36	157	37	35	60	75	100	90	91	60	172	106	33	62	38
gene12730	429	190	864	282	297	460	429	810	601	652	508	735	872	216	300	280
gene12731	0	1	3	0	1	1	0	2	0	0	0	0	1	0	0	0
gene12732	7	1	1	6	5	7	4	23	0	8	0	28	13	7	0	7
gene12733	9	0	2	0	1	4	13	16	10	30	12	2	3	10	3	0
gene12734	434	262	613	318	413	537	649	1146	498	811	445	1258	1237	175	660	476
gene12735	236	107	366	260	168	244	377	678	304	464	416	622	550	99	317	256
gene12736	1101	476	2762	1286	1035	1150	1888	3236	1459	2333	1819	3845	3061	421	1173	1317
gene12737	6	0	0	1	11	0	1	1	2	0	2	9	0	1	5	2
gene12738	17	10	68	36	38	15	61	77	31	39	18	49	91	11	26	15
gene12739	213	104	186	119	153	136	201	450	332	342	149	291	419	94	108	136
gene12740	122	54	214	184	122	143	182	469	218	192	192	260	377	73	166	134
gene12741	16	12	8	32	15	13	5	61	11	36	7	57	45	1	25	6
gene12742	3	1	3	5	8	3	0	2	2	5	20	23	5	1	2	1
gene12743	1	0	5	2	0	6	4	2	3	1	2	8	7	1	4	0
gene12744	9	7	21	6	6	12	2	25	7	16	4	18	19	2	0	5
gene12745	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0
gene12746	1	2	2	0	0	24	0	6	6	1	1	0	19	1	0	1
gene12747	12417	6826	32235	14604	12924	17321	21995	59182	24593	33797	22045	42243	35057	8357	20598	21409
gene12748	16	13	33	38	33	38	33	16	7	31	37	86	41	19	54	10
gene12749	3	4	13	8	6	0	18	20	11	5	4	5	3	11	5	1
gene12750	104	8	111	22	29	83	48	74	30	76	42	173	82	42	44	36
gene12751	51	43	95	32	35	72	94	177	108	109	29	86	152	14	48	47
gene12752	22	4	8	7	5	14	4	20	14	6	3	41	4	7	4	5
gene12753	4	0	10	3	8	3	11	14	3	7	5	12	31	6	5	4
gene12754	124	65	219	107	106	124	135	218	203	227	143	262	182	35	134	87
gene12755	685	334	1627	572	647	755	911	1324	917	906	755	1578	1420	381	1083	591
gene12756	11	9	11	1	1	9	1	4	18	7	1	22	7	0	2	5
gene12757	287	104	446	166	173	275	317	372	258	371	266	377	443	108	220	215
gene12758	46	24	119	49	21	91	93	144	64	91	69	192	132	33	45	39
gene12759	15	4	37	28	12	46	27	51	21	41	23	55	35	18	11	16
gene12760	205	125	355	174	112	322	296	421	181	282	200	515	435	109	138	138
gene12761	420	181	1094	453	295	419	585	720	480	638	443	1253	737	185	536	389
gene12762	678	331	1135	773	634	769	1033	2195	902	1153	1103	1644	1403	372	674	756
gene12763	16	8	19	14	11	3	27	3	2	34	22	16	11	5	8	3
gene12764	26	9	74	30	13	10	11	14	8	9	12	14	8	4	7	8
gene12765	240	93	390	254	153	303	285	531	449	411	286	335	479	88	179	286
gene12766	5	3	19	3	13	17	3	14	10	2	2	63	24	2	6	9
gene12767	76	40	151	94	39	61	128	145	88	172	101	221	91	46	96	28
gene12768	45	12	50	26	37	81	55	155	106	82	51	125	54	22	35	51
gene12769	128	29	234	67	111	87	148	240	153	231	90	239	207	45	69	108
gene12770	1191	490	1645	757	938	1184	910	2779	1378	1317	805	2539	2451	584	1105	972
gene12771	442	225	823	455	439	616	805	1354	738	982	678	1260	1026	222	404	456
gene12772	61	17	90	58	50	44	84	123	83	128	53	137	105	25	57	50
gene12773	55	27	136	81	69	83	78	159	61	91	86	174	87	27	112	40
gene12774	3	1	2	7	1	3	7	0	6	1	6	6	0	4	4	2
gene12775	65	47	84	26	35	55	90	176	63	162	102	93	122	43	66	87
gene12776	68	37	264	118	63	124	166	258	231	199	110	273	140	28	102	115
gene12777	6	3	23	16	6	41	19	26	11	15	3	13	42	12	12	16
gene12778	1083	854	2936	1337	841	1621	2708	3930	1969	2680	1962	3695	2914	832	1437	1479
gene12779	285	153	688	348	226	352	398	938	324	502	325	887	484	145	296	371
gene12780	6	0	11	9	0	5	4	5	1	4	0	3	7	1	2	2
gene12781	75	42	140	51	63	96	87	171	105	105	119	162	151	60	102	74
gene12782	45	26	72	40	27	51	63	55	59	56	33	116	63	49	44	37
gene12783	25	2	12	0	6	9	2	6	22	3	0	29	14	1	10	13
gene12784	166	71	205	81	92	219	290	300	297	292	206	323	268	85	117	194
gene12785	647	341	1201	541	563	619	994	1592	859	759	866	1920	1510	351	561	515
gene12786	2030	922	2448	1248	1290	1902	2601	3212	1941	2092	1761	3607	3953	922	1257	1261
gene12787	33	21	96	54	33	33	50	231	44	56	54	76	65	25	71	30
gene12788	1250	683	2674	1211	999	1494	1320	3665	1721	3123	1784	2456	2915	693	1577	1069
gene12789	2	0	1	1	5	9	1	12	7	12	0	17	15	2	7	7
gene12790	1	0	0	1	0	0	1	11	0	0	0	0	1	0	0	0
gene12791	94	44	218	161	86	119	160	261	240	250	171	330	272	61	160	88
gene12792	19	9	24	13	49	94	95	309	175	255	115	213	256	26	109	84
gene12793	1828	1100	4644	2167	1801	2233	3551	5595	3036	4290	2749	5441	3359	913	1784	1797
gene12794	380	291	1166	460	400	658	888	1047	822	638	802	923	1073	216	371	381
gene12795	64	43	180	53	53	61	61	206	76	72	91	130	189	25	96	69
gene12796	0	0	20	2	0	1	0	12	0	0	0	0	0	0	0	0
gene12797	3	4	6	3	11	14	9	39	22	11	20	22	15	2	3	21
gene12798	7	12	19	9	4	8	12	30	2	17	2	39	18	1	3	33
gene12799	667	335	1242	841	2265	4343	4600	7462	4565	4565	3609	7563	6623	1424	3172	3584
gene12800	114	45	184	87	60	48	92	324	163	158	115	348	196	50	137	59
gene12801	1167	615	1899	942	805	977	1764	2800	1355	2030	1120	2339	2319	518	882	972
gene12802	2	0	0	0	1	0	2	1	0	0	0	2	0	3	0	0
gene12803	84	65	242	117	81	147	146	313	212	179	136	404	270	59	83	119
gene12804	23	9	77	17	7	10	32	64	28	41	21	56	70	11	42	41
gene12805	46	18	69	48	20	55	28	101	57	64	43	161	107	28	29	44
gene12806	255	85	526	256	208	233	406	536	288	458	241	635	281	79	153	241
gene12807	0	1	1	1	4	0	0	11	1	5	11	7	7	0	0	3
gene12808	69	23	106	53	44	60	129	74	88	96	74	147	96	33	43	41
gene12809	59	21	193	74	186	219	245	336	148	269	145	409	352	83	151	112
