gene	normal_1	normal_2	normal_3	normal_4	normal_5	normal_6	normal_7	normal_8	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8
gene18668	0	9	4	2	0	18	12	2	2	0	7	1	8	0	1	7
gene18669	236	318	103	213	123	499	163	154	137	72	91	139	477	61	84	270
gene18670	130	126	49	181	47	201	106	60	80	68	37	60	238	49	48	169
gene18671	11	29	1	16	24	33	6	2	55	36	21	33	83	35	14	67
gene18672	734	833	248	769	291	1568	440	299	366	229	122	322	1519	308	205	761
gene18673	84	64	25	30	27	152	26	36	21	34	14	16	75	17	6	42
gene18674	119	129	57	141	28	141	51	69	373	245	115	235	1290	163	88	508
gene18675	271	180	73	190	56	634	115	118	138	51	50	116	392	53	59	102
gene18676	8253	7276	2905	8613	3457	17183	4913	3655	18888	9832	7488	16696	64444	12183	9813	27422
gene18677	70	66	34	74	48	125	63	46	68	59	25	71	266	39	23	86
gene18678	213	199	66	166	62	285	146	58	99	68	29	112	295	48	58	214
gene18679	1022	1358	477	881	361	1755	696	453	638	306	227	512	1569	271	236	811
gene18680	190	156	66	127	69	282	114	84	97	28	41	106	439	68	62	194
gene18681	32	20	21	53	15	97	34	12	7	16	17	2	59	7	11	17
gene18682	235	207	112	309	160	376	110	128	30	37	21	33	126	12	20	70
gene18683	589	474	178	562	148	739	287	198	302	159	86	244	869	150	118	512
gene18684	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene18685	416	567	261	385	190	712	287	229	325	144	160	304	886	136	95	329
gene18686	1154	1280	431	1074	518	1899	635	582	626	601	257	612	3443	401	254	1383
gene18687	1	0	1	0	1	0	0	6	0	0	0	0	4	0	0	0
gene18688	186	207	63	158	85	405	83	74	98	45	39	71	326	70	42	87
gene18689	1208	1428	510	1089	666	2546	842	606	1039	1166	444	1330	5361	774	925	2553
gene18690	1027	1150	313	1075	409	1880	527	468	448	292	280	538	1744	387	225	873
gene18691	20	10	3	3	5	25	22	1	10	2	5	2	11	2	1	9
gene18692	14	4	5	14	0	8	0	4	3	1	1	4	35	6	3	12
gene18693	220	141	121	181	80	417	157	101	78	84	30	143	455	99	66	182
gene18694	3	2	0	3	0	0	4	4	0	0	2	0	0	0	0	0
gene18695	220	263	64	141	58	279	152	124	13	14	8	9	68	5	9	28
gene18696	78	129	26	84	44	198	61	23	38	18	10	50	229	18	19	74
gene18697	12	17	7	22	12	6	7	10	10	4	4	6	7	2	6	3
gene18698	6129	6550	2363	4730	2203	11456	3254	2308	12297	8470	5227	11243	40509	9795	6847	17115
gene18699	106	101	106	148	55	242	82	62	58	51	38	68	301	37	56	123
gene18700	2067	2504	1169	2460	973	4904	1531	1155	1258	948	536	1231	4925	719	662	1673
gene18701	396	573	162	412	180	846	167	176	288	178	178	321	905	188	92	381
gene18702	36	68	17	42	15	144	23	29	45	12	15	26	135	13	21	53
gene18703	4	5	15	19	4	53	8	3	8	7	5	7	23	2	6	10
gene18704	6	9	4	12	2	33	2	2	4	1	7	16	33	7	0	18
gene18705	0	2	6	3	1	7	3	1	6	6	0	0	3	3	0	12
gene18706	1463	1798	903	1510	584	2965	983	887	3357	2253	1062	3172	11531	1755	1411	7847
gene18707	119	241	90	216	78	369	88	66	104	79	63	51	328	36	32	219
gene18708	187	119	70	107	52	284	174	73	67	69	63	66	404	35	43	109
gene18709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene18710	36	15	4	63	8	17	7	18	17	11	15	12	51	7	21	13
gene18711	181	236	71	114	58	273	164	51	97	66	43	93	378	45	35	140
gene18712	521	668	153	506	209	1060	291	243	218	176	143	437	878	187	163	457
gene18713	72	78	31	14	18	99	35	16	11	9	6	20	80	17	19	13
gene18714	29	62	10	71	34	118	23	25	46	25	43	52	169	13	59	85
gene18715	172	141	79	160	87	283	111	74	87	58	36	59	246	58	59	130
gene18716	1	3	5	0	3	0	2	0	0	0	0	0	16	0	0	5
gene18717	10	6	1	0	1	7	1	0	0	0	1	1	0	0	0	2
gene18718	20	23	8	69	13	53	24	7	14	11	3	5	24	6	13	5
gene18719	5272	5685	2088	4352	2361	10378	3612	2353	2053	1872	953	2219	9504	1408	1481	3521
gene18720	2562	2974	1316	2521	952	6024	2007	1005	1601	992	606	1277	5984	950	836	2988
gene18721	40	34	15	5	3	1	20	7	19	3	2	10	60	3	18	17
gene18722	168	185	63	194	52	306	131	90	73	68	23	49	238	29	46	123
gene18723	2230	2061	875	1583	830	5210	1444	900	1100	789	403	921	3319	613	588	1992
gene18724	4	3	15	32	16	72	16	8	10	7	4	1	125	5	2	27
gene18725	8	7	1	13	7	37	8	0	5	0	5	1	7	1	2	2
gene18726	209	162	68	153	30	217	89	76	99	66	41	82	174	27	58	114
gene18727	144	304	102	208	84	699	164	123	131	53	45	178	534	41	54	159
gene18728	46	47	18	39	26	131	18	12	8	13	6	10	88	33	7	62
gene18729	700	865	442	996	388	1566	802	446	566	297	261	348	2253	273	260	912
gene18730	180	240	152	249	72	487	106	81	138	80	50	107	319	78	49	175
gene18731	15	0	9	1	2	37	0	9	15	0	10	1	10	4	4	2
gene18732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene18733	190	139	90	167	73	362	167	58	132	51	37	61	423	75	67	203
gene18734	12	40	1	31	3	26	22	5	47	8	7	5	58	11	10	27
gene18735	98	159	105	131	64	216	107	86	79	68	52	92	270	47	43	151
gene18736	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
gene18737	40329	38857	21507	47379	19208	97441	29711	15427	28812	19827	11489	21244	84032	16689	10294	32918
gene18738	265	273	157	316	139	552	286	155	122	104	55	146	534	119	100	320
gene18739	538	771	251	711	270	1784	490	296	553	312	157	415	2195	210	251	845
gene18740	383	405	135	518	160	670	252	181	249	128	135	151	816	116	98	405
gene18741	22	149	20	15	14	47	11	27	16	8	4	6	48	8	5	12
gene18742	1	2	6	34	8	17	6	0	1	1	0	4	3	0	3	7
gene18743	20	2	2	2	0	0	2	5	0	5	1	9	9	1	0	4
gene18744	912	1426	283	914	300	1314	484	345	368	313	129	352	1839	224	270	801
gene18745	1847	2088	1115	1867	1029	4355	1895	1009	1350	783	448	1079	5510	693	572	1954
gene18746	38	66	22	40	17	76	20	11	15	11	8	12	110	24	15	26
gene18747	29	24	22	30	40	35	21	30	7	14	12	9	21	16	5	22
gene18748	4	2	1	15	11	3	1	0	0	0	0	0	0	0	0	0
gene18749	7	28	6	24	1	50	15	16	9	7	7	9	31	5	8	24
gene18750	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene18751	0	0	2	0	0	0	0	0	10	0	0	1	0	0	0	0
gene18752	66	36	10	22	16	98	31	23	18	35	12	24	83	8	11	28
gene18753	1	0	0	2	0	11	1	5	0	0	0	3	0	0	1	0
gene18754	441	541	223	431	275	1221	334	188	288	142	120	242	898	101	137	373
gene18755	992	1163	466	1068	342	1609	606	412	549	442	276	523	1494	411	324	843
gene18756	186	222	147	339	158	467	117	133	191	126	70	157	449	87	97	286
gene18757	264	274	140	292	113	946	183	123	203	103	74	154	558	77	91	353
gene18758	9	21	1	9	4	5	12	2	3	1	9	2	24	7	5	12
gene18759	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
gene18760	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	2
gene18761	8309	9886	4791	11182	4907	22280	8239	5423	6072	3558	3025	6772	23498	3667	3029	11021
gene18762	18	40	15	23	8	45	26	5	8	10	5	21	44	13	12	30
gene18763	1538	1590	697	1435	620	3331	917	745	641	615	308	849	2553	462	565	1220
gene18764	90	82	19	51	40	173	50	35	29	12	14	52	245	30	23	73
gene18765	20447	27595	8544	21681	9837	35233	14203	6819	11353	9259	5193	10146	29255	7419	6363	20106
gene18766	55	140	28	58	31	137	39	49	48	23	34	40	131	31	31	59
gene18767	27	74	30	47	29	149	50	32	36	14	18	16	136	3	15	20
gene18768	1219	1836	510	1049	575	3429	785	753	729	487	373	613	4158	431	319	1195
gene18769	45	36	39	54	19	92	23	26	26	15	11	8	87	14	17	31
gene18770	1	1	0	2	1	4	3	0	3	0	0	2	0	0	0	4
gene18771	102	70	45	80	36	170	73	42	31	43	29	35	201	37	22	93
gene18772	65	151	45	223	37	204	85	71	126	89	28	39	229	24	25	78
gene18773	105	156	37	67	22	144	67	39	40	43	29	41	106	33	18	46
gene18774	8	12	6	9	1	36	3	1	7	11	2	4	5	1	2	9
gene18775	5	12	1	3	2	2	1	2	5	2	2	6	27	2	13	5
gene18776	151	129	67	134	46	287	136	79	93	87	54	64	276	30	66	232
gene18777	57	90	40	40	38	148	47	48	31	18	16	24	106	15	15	79
gene18778	61	37	9	23	10	78	44	4	35	37	35	32	83	29	30	44
gene18779	137	137	41	187	55	224	127	52	201	229	141	277	1290	234	167	729
gene18780	159	273	57	146	81	418	89	51	102	45	53	85	365	47	22	142
gene18781	1434	2519	853	1925	765	4569	664	900	910	808	362	1041	3871	575	458	1580
gene18782	1795	2555	631	1680	787	3297	1387	643	1047	726	267	924	3221	577	462	1251
gene18783	106	162	33	91	45	288	97	78	65	46	43	83	306	55	34	107
gene18784	0	2	0	1	7	0	2	0	0	0	0	0	7	0	1	0
gene18785	276	272	168	410	152	936	260	185	180	144	74	212	580	103	66	233
gene18786	19711	24288	7569	23378	11916	39744	13760	10802	11503	8036	5192	9415	40639	6840	6955	19974
gene18787	813	698	205	896	398	1388	484	314	452	303	199	332	1388	332	162	565
gene18788	134	238	51	146	76	327	103	65	21	5	11	12	61	11	11	28
gene18789	746	562	199	461	287	1277	534	170	275	154	148	373	1245	214	175	605
gene18790	23	8	10	10	0	8	1	12	7	6	2	3	27	2	5	13
gene18791	163	151	65	176	67	274	89	67	60	31	16	53	87	19	16	63
gene18792	40	36	8	25	2	71	9	4	7	4	2	15	19	9	8	42
gene18793	4458	6466	2165	5859	2528	13286	3800	2766	2874	2272	1187	2594	11104	1378	1586	4143
gene18794	10	24	11	12	34	74	12	9	1	1	0	3	5	2	7	1
gene18795	476	503	253	432	264	929	381	200	236	180	110	255	1147	128	168	364
gene18796	373	307	121	204	124	668	226	101	185	114	61	91	561	91	59	293
gene18797	531	495	294	450	106	984	289	176	185	153	84	266	719	142	101	383
gene18798	254	298	96	191	103	441	124	104	97	61	53	110	399	55	45	265
gene18799	265	354	97	323	109	792	304	135	121	77	47	72	291	42	31	124
gene18800	93	54	26	48	27	166	39	38	22	12	16	13	55	11	14	54
gene18801	0	6	0	0	0	15	0	0	3	15	0	14	8	9	6	19
gene18802	39	57	12	62	18	30	29	2	27	12	2	27	22	4	16	69
gene18803	0	0	5	5	1	0	0	0	0	1	0	0	1	0	0	1
gene18804	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	1
gene18805	23	27	9	31	8	100	12	3	12	2	4	15	69	9	5	17
gene18806	111	248	113	186	89	457	166	74	28	23	16	22	68	12	8	20
gene18807	625	835	434	648	280	1169	430	378	326	245	148	402	1552	333	180	602
gene18808	10	9	1	26	0	16	2	5	8	0	1	0	15	2	2	10
gene18809	66	82	49	86	41	255	48	45	79	76	38	55	193	34	30	81
gene18810	1	4	3	2	0	7	0	0	22	0	0	2	21	2	5	0
gene18811	200	295	78	182	63	357	128	101	69	65	64	57	466	65	50	218
gene18812	1233	1340	404	1284	536	2210	785	647	491	488	267	660	2260	363	306	848
gene18813	43	43	17	58	18	158	33	8	29	27	9	13	74	25	20	42
gene18814	99	94	35	147	41	152	82	60	48	46	13	51	225	23	30	77
gene18815	299	409	160	291	217	532	240	139	24	16	8	6	81	10	10	44
gene18816	218	424	126	453	112	1002	262	104	233	143	93	145	944	95	116	265
gene18817	15	33	24	37	9	77	26	12	21	15	12	29	126	12	4	45
gene18818	3	8	19	28	5	73	10	20	13	8	8	3	63	3	3	15
gene18819	16	120	49	86	31	107	49	38	22	21	12	48	93	32	20	62
gene18820	4277	4260	1740	3298	2108	7615	2598	1516	2202	1039	631	1736	8134	1210	1078	3005
gene18821	339	383	142	311	172	781	319	216	65	30	18	35	263	41	34	126
gene18822	22	46	22	54	21	75	18	9	13	10	7	17	116	8	7	47
gene18823	192	458	86	240	80	751	144	84	175	116	66	112	512	84	85	273
gene18824	3	3	0	2	0	0	0	3	0	4	0	1	0	0	2	6
gene18825	12	12	2	12	4	13	14	0	6	2	6	4	30	3	4	12
gene18826	468	690	265	344	298	1073	354	351	314	162	96	243	840	229	116	448
gene18827	4	6	0	2	0	8	4	9	0	4	1	2	22	1	1	40
gene18828	3	0	0	8	2	9	7	3	6	3	0	2	52	4	5	0
gene18829	417	534	264	498	243	1246	365	169	298	218	156	205	1171	190	170	521
gene18830	1766	2237	790	2335	1020	4143	1183	754	2579	1698	1500	2252	8165	1465	1276	4314
gene18831	0	0	0	0	3	1	0	0	3	0	0	0	2	0	0	0
gene18832	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
gene18833	128	124	29	112	31	282	34	25	53	35	12	44	91	37	20	49
gene18834	16	13	11	3	2	7	31	5	11	0	0	14	29	4	2	9
gene18835	8	13	2	21	15	54	5	1	6	2	0	7	23	1	3	1
gene18836	21	25	14	48	16	63	6	15	6	6	4	7	40	7	7	28
gene18837	11069	9598	4140	7790	2793	17866	4917	2775	4384	3513	2273	4166	14799	2481	1995	6896
gene18838	28	51	10	22	33	113	29	29	26	27	9	25	70	16	14	26
gene18839	3577	3188	1734	3586	1688	5225	2788	1660	701	420	259	454	1885	370	305	982
gene18840	1087	1127	522	1186	566	1912	821	578	615	447	345	617	2940	290	313	931
gene18841	20	1	10	25	5	17	31	8	8	1	1	1	28	1	1	7
gene18842	225	234	75	309	112	365	176	108	150	93	60	128	465	79	75	178
gene18843	241	318	104	285	110	591	165	143	160	80	61	128	454	93	121	226
gene18844	871	996	302	883	285	1431	580	535	611	343	182	416	1452	279	252	756
gene18845	16	18	4	17	1	10	0	4	1	11	1	18	16	9	3	17
gene18846	728	906	316	772	328	1525	564	344	505	356	168	379	1592	257	335	672
gene18847	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene18848	78	60	41	69	32	152	42	30	46	33	18	56	139	33	13	34
gene18849	66	97	26	58	38	140	52	24	34	29	37	43	203	42	21	82
gene18850	370	268	81	180	107	315	143	94	103	60	36	87	362	67	50	254
gene18851	0	1	5	4	4	4	4	3	0	7	0	0	32	0	13	6
gene18852	10678	15167	5534	12437	4440	27228	7943	5303	6837	3409	3328	6403	29913	3372	2870	9107
gene18853	5971	7833	1941	6055	2549	10260	5192	3584	2766	2690	1350	2766	11958	2182	1836	5040
gene18854	5	0	0	0	0	8	0	0	0	0	0	2	1	0	0	0
gene18855	1941	2613	851	2293	1142	6046	1330	1268	1356	887	480	915	4773	775	724	1607
gene18856	981	1142	527	815	231	2547	474	370	364	305	201	414	2303	278	380	774
gene18857	48	94	33	56	42	113	12	42	30	50	19	54	80	23	18	67
gene18858	14779	19827	7905	16436	8308	37112	10745	8724	1823	1289	953	1438	6670	1153	849	3389
gene18859	29	62	17	49	7	57	16	12	1	2	0	3	1	4	0	8
gene18860	25	4	14	2	3	11	2	3	6	4	9	5	2	4	1	20
gene18861	4	3	0	0	2	28	5	3	3	7	0	0	19	0	0	6
gene18862	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene18863	33	40	20	38	22	151	7	9	15	13	6	25	44	19	8	47
gene18864	147	267	109	237	101	292	148	93	33	22	10	41	91	21	8	55
gene18865	149	240	94	203	145	453	231	62	131	116	39	102	467	64	96	211
gene18866	15	5	5	20	6	30	16	5	0	2	1	1	13	1	3	2
gene18867	111	143	59	143	91	289	113	86	82	74	36	61	328	47	26	82
gene18868	134	116	20	96	24	139	36	24	40	13	5	40	131	36	14	57
gene18869	2637	3035	1128	2427	1006	6796	1689	1425	1663	992	838	1153	6212	855	864	2297
gene18870	117	211	48	54	51	280	81	55	70	47	39	66	319	53	52	95
gene18871	640	1150	302	776	398	1169	459	372	1734	903	771	1951	5927	741	852	2755
gene18872	37	193	32	121	31	121	86	34	71	52	15	31	300	40	30	81
gene18873	1141	1572	599	1377	719	2645	985	613	946	445	376	519	3664	575	505	1580
gene18874	92	60	23	38	20	179	57	23	30	54	8	18	99	20	14	53
gene18875	10	0	2	1	0	6	13	2	3	1	6	3	10	3	2	9
gene18876	906	1178	468	800	461	2148	564	390	470	249	240	565	1706	333	240	1282
gene18877	276	288	146	269	138	525	202	111	117	105	80	96	423	101	91	288
gene18878	5215	6025	2107	5027	2122	12501	4501	2420	3587	2181	1080	2711	12183	1740	1245	5226
gene18879	147	196	100	117	85	382	109	72	10	9	7	18	104	9	16	21
gene18880	189	148	83	175	111	443	141	64	93	53	31	54	324	62	69	113
gene18881	251	318	129	361	110	966	179	191	166	98	123	194	698	143	93	341
gene18882	54	2	2	4	14	14	2	10	5	2	0	4	12	1	0	2
gene18883	1376	2027	716	1696	634	3141	1030	542	794	458	290	538	2939	438	417	1215
gene18884	37	42	7	27	7	45	8	8	14	5	12	12	49	11	1	50
gene18885	12	25	1	14	4	17	3	15	12	6	0	4	9	3	2	5
gene18886	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0
gene18887	138	244	84	188	83	347	152	98	77	80	51	106	426	54	42	176
gene18888	97	128	25	107	63	131	54	39	56	47	9	95	197	51	28	75
gene18889	7057	8546	3426	5980	3781	17479	5497	3720	3234	3598	2084	4277	12780	2537	2392	6887
gene18890	37	18	1	30	3	0	14	1	1	0	5	3	20	3	3	21
gene18891	2	0	6	0	0	3	1	1	2	0	2	0	13	0	0	9
gene18892	53	43	17	57	11	71	28	26	28	8	11	34	116	25	12	51
gene18893	87	172	48	207	64	160	78	70	81	52	29	59	223	43	33	102
gene18894	3398	4614	2344	6615	2287	11508	4162	2656	2953	1842	1217	3041	11471	1894	1669	5380
gene18895	449	473	205	439	159	1030	540	270	272	166	88	228	862	184	152	446
gene18896	2	31	0	15	1	17	2	20	9	1	0	1	6	7	2	16
gene18897	1070	1188	375	1111	529	2217	797	464	481	311	150	430	2528	297	322	1202
gene18898	38	4	18	23	4	54	18	1	3	3	0	2	13	5	0	1
gene18899	1682	2015	559	1456	747	4122	1245	766	139	80	45	125	528	85	67	220
gene18900	173	223	48	201	71	226	127	75	72	70	47	79	365	69	50	131
gene18901	34	45	30	73	20	109	36	12	46	16	9	45	171	10	17	64
gene18902	74	81	45	109	32	263	20	28	61	34	27	44	171	29	29	127
gene18903	847	800	256	592	380	1759	425	351	507	359	276	390	1566	374	322	644
gene18904	6	4	1	8	7	2	6	2	1	2	1	2	0	3	0	0
gene18905	104	173	43	134	51	258	39	101	112	66	18	85	336	41	41	129
gene18906	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene18907	1	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0
gene18908	75	53	25	83	70	148	41	38	70	24	17	32	136	24	30	83
gene18909	47	74	22	72	9	160	49	12	44	13	8	20	87	29	2	47
gene18910	20	11	6	48	0	96	7	8	13	9	3	22	26	5	9	22
gene18911	38	23	16	49	30	71	16	8	7	5	2	3	31	1	3	20
gene18912	3	11	4	12	0	22	1	4	1	15	2	0	19	0	4	1
gene18913	0	12	8	5	4	12	4	2	7	0	4	2	7	4	1	0
gene18914	2	0	0	0	0	5	0	2	2	0	0	0	0	0	0	0
gene18915	21	31	18	22	1	131	14	2	10	17	3	21	41	3	6	14
gene18916	0	13	3	3	3	1	1	1	0	1	4	1	1	2	0	1
gene18917	5	14	0	1	0	27	2	12	1	0	0	4	0	0	0	2
gene18918	55425	72414	22594	51987	25142	133297	53456	22164	37592	16488	13820	31758	144535	19230	19391	58882
gene18919	80	62	18	61	26	189	29	28	43	20	18	26	105	4	5	26
gene18920	55	147	47	90	40	155	27	51	78	27	6	32	121	34	26	134
gene18921	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0
gene18922	272	368	143	251	91	483	83	162	139	148	107	158	475	104	59	179
gene18923	69	34	27	65	32	92	34	35	24	12	10	44	105	25	34	74
gene18924	262	228	104	209	127	478	200	101	122	120	44	127	479	99	89	152
gene18925	10	5	1	20	9	1	5	3	17	6	1	22	17	2	2	22
gene18926	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	1
gene18927	433	400	215	355	198	825	203	208	249	163	121	181	987	155	170	537
gene18928	14	2	2	18	6	19	7	3	2	1	2	0	0	0	3	1
gene18929	92	48	25	39	50	212	46	19	45	34	3	64	196	15	18	70
gene18930	3	6	9	4	12	46	10	7	7	9	4	13	22	10	1	33
gene18931	167	122	38	166	34	248	96	71	69	71	25	56	333	51	38	136
gene18932	3732	4601	1517	3194	1237	6949	1627	1454	303	208	162	264	1452	211	181	456
gene18933	1155	1471	430	1550	444	3089	935	547	870	684	373	903	3085	434	434	1095
gene18934	42	21	8	32	14	47	32	10	22	10	0	10	9	6	5	13
gene18935	71	128	35	92	22	140	34	40	59	37	16	48	162	11	13	106
gene18936	46	26	8	37	27	52	18	29	27	13	6	30	39	6	21	43
gene18937	514	592	171	488	164	682	287	270	318	214	141	252	873	104	143	434
gene18938	549	977	253	739	242	1366	400	301	113	90	43	152	507	79	73	278
gene18939	62	98	19	125	26	264	60	28	43	22	30	23	241	9	27	71
gene18940	6265	5784	2671	5881	2394	10539	3256	2126	3566	2159	1453	2593	11377	1941	1389	5213
gene18941	352	457	210	374	169	724	269	161	149	132	63	180	564	137	118	384
gene18942	178	251	72	129	69	293	181	37	95	41	67	65	217	71	41	109
gene18943	5	1	0	29	0	6	0	0	0	4	0	4	2	0	0	12
gene18944	111	133	51	126	67	383	110	76	120	49	49	100	335	82	36	122
gene18945	12	14	2	21	2	6	5	7	2	3	1	5	14	3	0	7
gene18946	119	133	55	164	55	238	69	30	47	22	35	51	192	42	44	165
gene18947	677	859	269	552	231	1029	374	429	319	305	162	292	1711	178	167	607
gene18948	386	446	175	435	231	791	383	187	222	156	141	169	986	144	145	398
gene18949	403	537	145	253	241	812	227	202	116	91	57	81	302	50	73	138
gene18950	543	813	167	543	275	1027	456	235	203	180	209	431	1239	208	199	585
gene18951	522	959	247	636	353	1743	388	249	474	164	199	288	1211	202	149	471
gene18952	270	469	54	223	106	506	171	130	161	81	56	136	511	64	69	257
gene18953	16	21	10	38	14	10	1	8	19	12	0	6	6	3	1	16
gene18954	128	163	93	290	120	483	163	97	115	85	86	115	500	79	45	127
gene18955	0	2	3	2	8	39	5	6	0	0	2	1	8	6	2	1
gene18956	8	26	5	16	7	26	5	0	4	10	4	11	31	11	0	10
gene18957	301	418	170	285	121	552	197	146	153	113	62	157	483	132	79	208
gene18958	700	1062	427	803	351	1938	572	367	482	316	264	422	1745	223	242	550
gene18959	40	101	21	43	23	58	32	34	25	24	13	44	119	16	10	44
gene18960	11	7	7	6	13	10	11	3	1	0	9	4	34	5	3	12
gene18961	4860	6402	1900	4734	2365	11747	2712	2555	2798	1740	1091	2442	10810	1778	1505	4342
gene18962	23	36	1	25	8	68	8	12	8	11	6	26	76	5	12	25
gene18963	218	319	94	199	78	429	158	111	162	63	44	155	433	69	43	130
gene18964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene18965	14	47	9	13	35	55	23	12	73	7	2	22	106	12	42	100
gene18966	21	15	2	45	3	11	2	2	15	2	1	10	0	15	16	8
gene18967	3747	3454	1816	4303	1700	6246	2626	1633	2162	1412	726	1587	7666	1380	861	3013
gene18968	41	40	6	33	8	8	20	9	4	7	2	5	46	8	5	47
gene18969	299	417	149	480	188	819	244	223	256	128	95	151	714	157	100	281
gene18970	167	231	81	249	127	535	174	114	117	93	69	113	455	59	50	175
gene18971	1517	1983	652	1490	615	2937	937	727	983	805	341	698	2624	543	398	1427
gene18972	7336	11693	3238	7122	3745	17910	5490	4044	5315	3086	2121	4600	14188	2419	1821	5507
gene18973	1763	1905	745	1555	553	2945	1085	601	1011	598	416	772	3439	522	531	1735
gene18974	1414	1694	656	1094	522	2056	742	525	670	471	385	564	2107	469	303	1395
gene18975	102	105	57	22	70	203	60	35	70	12	49	23	62	44	31	55
gene18976	101	73	29	95	40	134	32	33	41	27	26	49	187	20	32	79
gene18977	83	162	38	75	71	161	62	37	89	36	18	81	142	28	36	180
gene18978	99	142	37	109	46	185	95	51	62	20	14	60	177	29	32	108
gene18979	346	450	140	332	150	578	255	174	154	136	89	148	614	116	91	327
gene18980	25	22	8	24	11	42	13	11	19	20	8	5	52	2	6	23
gene18981	9	24	7	18	11	24	3	4	7	13	5	15	19	4	1	9
gene18982	9	8	6	22	5	36	19	4	11	1	7	5	17	4	1	21
gene18983	84	110	34	61	46	195	66	58	86	27	6	27	107	18	29	49
gene18984	407	599	124	487	191	693	255	156	295	193	88	224	819	135	134	304
gene18985	10	3	3	7	11	7	4	7	8	1	1	4	95	5	9	27
gene18986	36	63	27	58	23	94	43	26	17	16	6	28	84	24	17	59
gene18987	5	0	12	17	3	9	10	1	2	0	3	3	13	2	6	1
gene18988	843	1107	512	1183	309	1827	548	373	575	384	206	407	1878	369	269	867
gene18989	636	985	296	848	248	1446	634	286	524	198	197	411	1561	226	202	783
gene18990	13	20	5	20	1	40	11	23	8	4	6	3	62	6	0	28
gene18991	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gene18992	1868	2624	803	2096	1178	3903	1270	932	1488	620	462	1100	5239	465	585	1939
gene18993	1	2	0	2	3	0	0	1	0	1	2	3	2	1	0	7
gene18994	251	252	66	186	104	551	146	94	112	81	58	134	342	74	45	175
gene18995	9	34	9	40	27	72	9	11	7	8	5	9	50	4	5	12
gene18996	8	7	3	25	3	4	1	1	22	37	0	40	108	1	1	53
gene18997	0	0	0	5	4	3	5	1	0	0	5	3	63	2	5	0
gene18998	525	841	322	653	298	1058	571	246	319	210	101	263	933	210	221	413
gene18999	371	513	152	524	115	650	173	142	190	137	69	234	601	117	136	252
gene19000	2221	3168	1102	2228	883	5072	1838	1502	1419	876	592	1040	6181	794	837	2345
gene19001	10	24	9	9	6	14	11	1	154	25	18	39	96	33	27	86
gene19002	90	59	23	47	23	133	32	35	18	23	16	18	32	9	26	73
gene19003	5	10	16	20	9	39	22	4	15	5	7	2	1	1	2	11
gene19004	1818	1616	695	1542	495	2361	763	583	2535	2013	897	2072	8768	1417	1156	3559
gene19005	99	80	25	61	33	131	19	23	17	18	14	62	126	10	24	103
gene19006	172	373	96	377	96	344	184	80	161	129	72	100	647	83	92	204
gene19007	647	1473	374	996	510	1751	619	510	300	171	64	227	1049	154	149	395
gene19008	1	13	8	23	6	39	10	13	24	9	7	19	30	6	3	10
gene19009	200	207	63	277	115	350	162	72	59	75	72	111	339	70	84	128
gene19010	6254	8821	2994	7299	2314	12260	3653	3700	680	398	296	562	2261	382	289	1084
gene19011	11	24	6	17	6	60	8	6	2	6	4	9	106	8	2	13
gene19012	879	773	539	635	393	1788	769	395	497	378	229	474	1805	250	241	733
gene19013	1608	1567	554	1508	599	2431	951	703	644	480	268	609	2044	447	481	1854
gene19014	1490	1794	608	1583	491	2744	962	695	937	508	373	801	2862	536	542	1192
gene19015	477	497	169	526	193	1134	320	209	225	209	99	218	680	156	91	391
gene19016	25938	30260	10503	24741	10811	68623	21407	15714	18663	11648	7009	12718	56360	10691	10341	25640
gene19017	233	160	43	132	40	253	97	67	88	51	34	49	198	78	43	112
gene19018	109	210	54	136	67	221	114	96	62	62	25	77	202	59	42	138
gene19019	76	56	29	37	4	222	31	50	86	47	14	27	125	43	12	99
gene19020	2	0	1	3	1	10	0	13	4	0	0	3	6	4	0	8
gene19021	2463	2360	901	2072	903	4787	1488	833	3787	2530	1083	2991	14667	1818	1761	5098
gene19022	54	101	23	97	35	164	53	41	2	3	4	14	38	2	5	18
gene19023	3284	3841	1105	3131	1247	6464	2318	1383	2450	1037	511	1265	6970	1019	724	2325
